season_name,n_matches,log_loss,accuracy
2019/2020,2981,1.2313560453702954,0.28077826232807784
2020/2021,2880,1.2871148680931521,0.27881944444444445
2021/2022,2760,1.325287934647849,0.24891304347826088
2025/2026,1622,1.331558012084278,0.2435265104808878
2022/2023,2753,1.3447769415802586,0.24446058844896476
2023/2024,2627,1.359157446803745,0.23715264560334984
2024/2025,2832,1.3605263182058165,0.23728813559322035
