date,correct,predicted,odds,return
2026-01-17,False,Home Win,2.207505518763797,-10.0
2026-01-17,True,Home Win,1.6313213703099512,6.313213703099512
2026-01-17,True,Home Win,1.3262599469496021,3.2625994694960214
2026-01-17,False,Home Win,1.7699115044247788,-10.0
2026-01-17,True,Home Win,1.7094017094017095,7.0940170940170955
2026-01-17,False,Home Win,2.487562189054726,-10.0
2026-01-17,True,Home Win,1.8656716417910446,8.656716417910445
2026-01-17,True,Home Win,2.4271844660194173,14.271844660194173
2026-01-17,False,Home Win,1.3908205841446453,-10.0
2026-01-17,True,Home Win,1.941747572815534,9.41747572815534
2026-01-17,False,Home Win,1.6778523489932886,-10.0
2026-01-17,True,Home Win,1.8691588785046729,8.69158878504673
2026-01-17,True,Home Win,1.7482517482517481,7.482517482517482
2026-01-18,False,Home Win,1.779359430604982,-10.0
2026-01-18,False,Home Win,2.0964360587002093,-10.0
2026-01-18,False,Home Win,1.976284584980237,-10.0
2026-01-18,True,Home Win,1.8796992481203008,8.796992481203008
2026-01-18,False,Home Win,2.11864406779661,-10.0
2026-01-18,True,Away Win,2.6595744680851063,16.595744680851062
2026-01-18,False,Away Win,1.8832391713747645,-10.0
2026-01-18,True,Home Win,1.9047619047619047,9.047619047619047
2026-01-18,True,Away Win,2.4691358024691357,14.691358024691358
2026-01-18,False,Home Win,1.8796992481203008,-10.0
2026-01-18,False,Away Win,2.1881838074398248,-10.0
2026-01-18,True,Home Win,1.5527950310559007,5.527950310559007
2026-01-18,False,Home Win,1.7331022530329288,-10.0
2026-01-18,False,Home Win,2.3041474654377883,-10.0
2026-01-18,True,Away Win,2.347417840375587,13.47417840375587
2026-01-18,False,Home Win,1.736111111111111,-10.0
2026-01-18,True,Home Win,2.6881720430107525,16.881720430107524
2026-01-18,True,Home Win,1.443001443001443,4.430014430014431
2026-01-18,True,Home Win,1.7574692442882252,7.5746924428822515
2026-01-18,True,Away Win,1.923076923076923,9.23076923076923
2026-01-18,False,Away Win,2.3255813953488373,-10.0
2026-01-18,False,Home Win,2.512562814070352,-10.0
2026-01-18,False,Home Win,1.4224751066856332,-10.0
2026-01-18,True,Away Win,2.680965147453083,16.80965147453083
2026-01-18,False,Home Win,1.7699115044247788,-10.0
