event_id,fixture_id,participant_id,player_id,related_player_id,type_id,minute,extra_minute,result,info,player_name
32421311,10332761,69,320.0,172757.0,18,62,,,,Danny Ward
32421354,10332761,52,1065.0,,17,34,,,,Callum Wilson
32421308,10332761,52,2712.0,1065.0,14,24,,1-0,,Ryan Fraser
32421310,10332761,52,1065.0,1052.0,14,90,1.0,2-0,,Callum Wilson
76455766,10332761,52,4901.0,1065.0,18,90,4.0,,,Lys Mousset
76455772,10332761,52,31.0,1095.0,18,90,3.0,,,Jermain Defoe
76455773,10332761,69,2610.0,3140.0,18,88,,,,Gary Madine
76455774,10332761,52,1052.0,9808.0,18,67,,,,Simon Francis
76455775,10332761,69,2872.0,3519.0,18,63,,,,Josh Murphy
32421345,10332761,52,1054.0,,19,43,,,Tripping,C. Daniels
32421339,10332761,69,2303.0,,19,3,,,Holding,Lee Peltier
32421417,10332762,9,802.0,96183.0,14,14,,0-1,,Raheem Sterling 
32421461,10332762,9,1371.0,971.0,18,60,,,,Kevin De Bruyne
32421451,10332762,19,95334.0,569.0,18,54,,,,Alexandre Lacazette
32421427,10332762,9,96353.0,96183.0,14,64,,0-2,,Bernardo Silva
32421470,10332762,19,130022.0,1887.0,18,70,,,,Lucas Torreira
32421486,10332762,9,4783.0,802.0,18,87,,,,Leroy Sané
32421482,10332762,9,5329.0,1359.0,18,79,,,,Gabriel Jesus 
32421441,10332762,19,94469.0,4344.0,18,35,,,,Stephan Lichtsteiner
32421524,10332762,19,1887.0,,19,52,,,Tripping,Granit Xhaka
32421513,10332762,19,31049.0,,19,27,,,Tripping,Sokratis Papastathopoulos
32421537,10332762,9,1371.0,,19,73,,,Roughing,Kevin De Bruyne
32421495,10332762,9,802.0,,19,4,,,Tripping,Raheem Sterling 
32421343,10332763,51,1243.0,1249.0,18,88,,,,Cheikhou Kouyaté 
32421336,10332763,51,25514.0,853.0,18,83,,,,Alexander Sörloth
32421329,10332763,11,7007.0,96518.0,18,82,,,,Stefan Johansen
32421313,10332763,51,1108.0,5252.0,14,79,,0-2,,Wilfried Zaha
32421322,10332763,11,186488.0,3160.0,18,71,,,,Luciano Vietto
32421317,10332763,11,63093.0,1372.0,18,61,,,,Aboubakar Kamara
32421309,10332763,51,927.0,712.0,14,41,,0-1,,Jeffrey Schlupp
32421355,10332763,51,1111.0,712.0,18,90,2.0,,,Pape Souaré
32421366,10332763,51,1108.0,,19,40,,,Elbowing,Wilfried Zaha
32421371,10332763,51,927.0,,19,74,,,Unsportsmanlike conduct,Jeffrey Schlupp
32421362,10332763,11,1840.0,,19,34,,,Tripping,Kevin McDonald
32421364,10332764,18,1331.0,1317.0,18,76,,,,Eden Hazard
32421346,10332764,251,62250.0,2829.0,18,46,,,,Laurent Depoitre
32421331,10332764,18,129511.0,,16,45,,0-2,,Jorginho
32421338,10332764,18,1923.0,1331.0,14,80,,0-3,,Pedro
32421373,10332764,18,496.0,1923.0,18,81,,,,Victor Moses 
32421358,10332764,251,96775.0,3289.0,18,71,,,,Adama Diakhaby
32421351,10332764,18,1953.0,968.0,18,68,,,,Ruben Loftus-Cheek 
32421326,10332764,18,1193.0,1317.0,14,34,,0-1,,N'Golo Kanté 
32421393,10332764,251,24508.0,,19,83,,,Roughing,Terence Kongolo
32421384,10332764,18,1333.0,,19,69,,,Holding,David Luiz
32421380,10332764,251,3291.0,,19,44,,,Roughing,Christopher Schindler
32421464,10332765,1,870.0,5273.0,18,46,,,,Robert Snodgrass
32421503,10332765,8,323.0,1461.0,18,69,,,,Jordan Henderson
32421512,10332765,8,1714.0,1389.0,18,82,,,,Xherdan Shaqiri
32421521,10332765,8,622.0,4125.0,18,87,,,,Daniel Sturridge
32421457,10332765,8,622.0,197.0,14,88,,4-0,,Daniel Sturridge
32421444,10332765,8,1389.0,1461.0,14,53,,3-0,,Sadio Mané 
32421426,10332765,8,4125.0,1078.0,14,19,,1-0,,Mohamed Salah
32421475,10332765,1,736.0,129454.0,18,62,,,,Chicharito
32421490,10332765,1,204697.0,1139.0,18,67,,,,Andriy Yarmolenko
32421434,10332765,8,1389.0,197.0,14,45,2.0,2-0,,Sadio Mané 
32421545,10332765,1,1922.0,,19,52,,,Tripping,Michail Antonio
32421532,10332765,8,1917.0,,19,21,,,Roughing,Trent Alexander-Arnold
32421557,10332765,1,219591.0,,19,55,,,,F. Balbuena
32421357,10332766,14,455376.0,205411.0,18,76,,,,Scott McTominay
32421349,10332766,14,995.0,1878.0,18,67,,,,Romelu Lukaku 
32421319,10332766,14,955.0,846.0,14,83,,2-0,,Luke Shaw
32421325,10332766,42,1182.0,,14,90,2.0,2-1,,Jamie Vardy
32421332,10332766,42,95860.0,1573.0,18,63,,,,Rachid Ghezzal 
32421369,10332766,42,185870.0,124871.0,18,80,,,,Vicente Iborra
32421374,10332766,14,420.0,1992.0,18,84,,,,Marouane Fellaini
32421342,10332766,42,1182.0,6838.0,18,63,,,,Jamie Vardy
32421314,10332766,14,1992.0,,16,3,,1-0,,Paul Pogba 
32421385,10332766,14,205411.0,,19,54,,,Unsportsmanlike conduct,Fred
32421390,10332766,14,1004.0,,19,69,,,Foul,Andreas Pereira
32421378,10332766,42,1573.0,,19,51,,,Foul,Daniel Amartey
32421365,10332767,20,32391.0,1396.0,18,81,,,,Yoshinori Muto
32421344,10332767,6,852.0,95998.0,18,68,,,,Mousa Dembélé
32421359,10332767,6,4313.0,922.0,18,80,,,,Heung-min Son
32421337,10332767,20,1651.0,1468.0,18,59,,,,S. Rondón
32421333,10332767,6,922.0,95094.0,14,18,,1-2,,Dele Alli
32421350,10332767,20,1015.0,1061.0,18,69,,,,Christian Atsu
32421372,10332767,6,10680.0,916.0,18,88,,,,Luke Amos
32421323,10332767,20,1468.0,1061.0,14,11,,1-1,,Joselu
32421318,10332767,6,915.0,26294.0,14,8,,0-1,,Jan Vertonghen
32421389,10332767,20,1468.0,,19,58,,,Roughing,Joselu
32421379,10332767,6,916.0,,19,42,,,Roughing,Eric Dier
32421395,10332767,20,493.0,,19,90,4.0,,Roughing,Mohamed Diamé
32421391,10332767,6,997.0,,19,68,,,Holding,Harry Kane
32421361,10332768,65,5361.0,1068.0,18,72,,,,Manolo Gabbiadini
32421356,10332768,65,1450.0,172357.0,18,56,,,,D. Ings
32421348,10332768,65,150759.0,1362.0,18,56,,,,Mohamed Elyounoussi
32421383,10332768,27,3300.0,1611.0,18,87,,,,Charlie Taylor
32421367,10332768,27,505.0,914.0,18,73,,,,Sam Vokes
32421377,10332768,27,1448.0,2361.0,18,76,,,,A. Barnes
32421388,10332768,27,1156.0,,19,15,,,Holding,J. Cork
32421368,10332769,25,191301.0,2332.0,18,81,,,,Ken Sema
32421340,10332769,78,2936.0,2922.0,18,26,,,,Gaëtan Bong
32421363,10332769,25,4766.0,1625.0,18,74,,,,Isaac Success
32421347,10332769,78,96870.0,31504.0,18,60,,,,Yves Bissouma
32421335,10332769,25,4764.0,1253.0,14,54,,2-0,,Roberto Pereyra
32421328,10332769,25,4764.0,1253.0,14,35,,1-0,,Roberto Pereyra
32421375,10332769,25,185579.0,4764.0,18,87,,,,Kiko Femenía
32421353,10332769,78,25147.0,2423.0,18,71,,,,Alireza Jahanbakhsh
32421396,10332769,78,32666.0,,19,81,,,Tripping,Bernardo
32421392,10332769,25,1253.0,,19,73,,,Holding,José Holebas
32421386,10332769,25,1276.0,,19,64,,,Holding,Étienne Capoue
32421381,10332769,78,2723.0,,19,18,,,Tripping,Dale Stephens
32421352,10332770,29,160116.0,6563.0,18,71,,,,Léo Bonatini
32421382,10332770,13,95368.0,219633.0,18,86,,,,L. Digne
32421330,10332770,29,160217.0,159699.0,14,80,,2-2,,Raúl Jiménez
32421315,10332770,13,219633.0,881.0,14,17,,0-1,,Richarlison
32421324,10332770,13,219633.0,45863.0,14,67,,1-2,,Richarlison
32421320,10332770,29,159699.0,,14,44,,1-1,,Rúben Neves
32421370,10332770,13,4607.0,45863.0,18,81,,,,Oumar Niasse
32421376,10332770,29,7926.0,96102.0,18,85,,,,M. Gibbs-White
32421360,10332770,29,537514.0,186426.0,18,76,,,,Rúben Vinagre
32421341,10332770,13,1692.0,814.0,18,43,,,,Mason Holgate
76455831,10332770,13,32.0,,20,40,,,Tripping,Phil Jagielka
32421387,10332770,13,219633.0,,19,14,,,Tripping,Richarlison
32421613,10332771,78,1415.0,926.0,14,27,,2-0,,Shane Duffy 
32421627,10332771,14,995.0,,14,34,,2-1,,Romelu Lukaku 
32421733,10332771,14,420.0,1829.0,18,60,,,,Marouane Fellaini
32421720,10332771,14,1878.0,846.0,18,46,,,,Marcus Rashford
32421694,10332771,14,820.0,1004.0,18,46,,,,Jesse Lingard
32421680,10332771,78,31483.0,2461.0,18,20,,,,Leon Balogun
32421645,10332771,78,31504.0,,16,44,,3-1,,Pascal Groß
32421758,10332771,78,24803.0,1129.0,18,90,3.0,,,J. Locadia
32421661,10332771,14,1992.0,,16,90,5.0,3-2,,Paul Pogba 
32421748,10332771,78,2923.0,31504.0,18,90,,,,B. Kayal
32421597,10332771,78,1129.0,2423.0,14,25,,1-0,,Glenn Murray
32421770,10332771,14,1829.0,,19,45,2.0,,Holding,Anthony Martial
32421780,10332771,78,1129.0,,19,67,,,Roughing,Glenn Murray
32421474,10332772,25,191301.0,1625.0,18,68,,,,Ken Sema
32421438,10332772,27,1639.0,1611.0,14,6,,1-1,,James Tarkowski
32421432,10332772,25,1625.0,1250.0,14,3,,0-1,,Andre Gray
32421499,10332772,27,3300.0,525.0,18,74,,,,Charlie Taylor
32421466,10332772,27,1448.0,914.0,18,65,,,,A. Barnes
32421460,10332772,25,2332.0,,14,51,,1-3,,W. Hughes
32421484,10332772,27,505.0,2361.0,18,70,,,,Sam Vokes
32421523,10332772,25,4766.0,1250.0,18,89,,,,Isaac Success
32421514,10332772,25,185579.0,2332.0,18,83,,,,Kiko Femenía
32421450,10332772,25,1250.0,2144.0,14,48,,1-2,,Troy Deeney
32421546,10332772,27,525.0,,19,53,,,Holding,Stephen Ward
32421535,10332772,25,2332.0,,19,41,,,Tripping,W. Hughes
32421561,10332772,25,1374.0,,19,90,3.0,,Tripping,Daryl Janmaat
32421543,10332773,20,4265.0,,17,90,6.0,,,Kenedy
32421448,10332773,69,3519.0,2872.0,18,78,,,,Nathaniel Mendez-Laing
32421435,10332773,69,3140.0,186484.0,18,76,,,,Bobby De Cordova-Reid
32421428,10332773,20,3071.0,1061.0,18,70,,,,Jacob Murphy
32421419,10332773,20,32391.0,1396.0,18,65,,,,Yoshinori Muto
32421412,10332773,20,2954.0,1352.0,18,46,,,,Isaac Hayden
32421454,10332773,69,172757.0,261.0,18,83,,,,Callum Paterson
76455859,10332773,20,2954.0,,20,66,,,Tripping,Isaac Hayden
32421500,10332773,69,1842.0,,19,80,,,Tripping,Harry Arter
32421493,10332773,69,186484.0,,19,62,,,Holding,Víctor Camarasa
32421478,10332773,20,1352.0,,19,30,,,Holding,Javier Manquillo
32421465,10332773,20,1061.0,,19,3,,,Tripping,Matt Ritchie
32421556,10332774,18,798.0,129660.0,18,75,,,,Olivier Giroud
32421507,10332774,19,130022.0,1887.0,18,46,,,,Lucas Torreira
32421480,10332774,19,1835.0,,14,37,,2-1,,Henrikh Mkhitaryan
32421488,10332774,19,1881.0,1835.0,14,41,,2-2,,Alex Iwobi
32421471,10332774,18,129660.0,1330.0,14,20,,2-0,,Álvaro Morata
32421458,10332774,18,1923.0,1128.0,14,9,,1-0,,Pedro
32421519,10332774,18,73147.0,968.0,18,60,,,,Mateo Kovacic
32421530,10332774,18,1331.0,1317.0,18,61,,,,Eden Hazard
32421568,10332774,19,95334.0,1881.0,18,75,,,,Alexandre Lacazette
32421497,10332774,18,1128.0,1331.0,14,81,,3-2,,Marcos Alonso
32421544,10332774,19,569.0,1430.0,18,68,,,,Aaron Ramsey
32421580,10332774,19,1887.0,,19,27,,,Tripping,Granit Xhaka
32421594,10332774,19,3817.0,,19,77,,,Tripping,Nurgzay Khayrulin
32421479,10332775,8,622.0,1461.0,18,90,4.0,,,Daniel Sturridge
32421429,10332775,8,323.0,197.0,18,67,,,,Jordan Henderson
32421439,10332775,51,25514.0,853.0,18,70,,,,Alexander Sörloth
32421463,10332775,8,1149.0,32640.0,18,87,,,,Adam Lallana
32421421,10332775,8,1389.0,4125.0,14,90,3.0,0-2,,Sadio Mané 
32421456,10332775,51,31840.0,927.0,18,83,,,,Max Meyer
32421445,10332775,51,692.0,1249.0,18,79,,,,Joel Ward
76455838,10332775,51,5252.0,,20,75,,,Holding,Aaron Wan-Bissaka
32421414,10332775,8,197.0,,16,45,,0-1,,James Milner 
32421501,10332775,8,1917.0,,19,52,,,Tripping,Trent Alexander-Arnold
32421492,10332775,51,712.0,,19,42,,,Tripping,Patrick van Aanholt
32421567,10332776,13,4607.0,219633.0,18,86,,,,Oumar Niasse
32421540,10332776,13,5141.0,45863.0,18,75,,,,Dominic Calvert-Lewin
32421531,10332776,65,5361.0,1505.0,18,72,,,,Manolo Gabbiadini
32421483,10332776,13,219633.0,53.0,14,31,,2-0,,Richarlison
32421502,10332776,65,1450.0,96017.0,14,54,,2-1,,D. Ings
32421508,10332776,13,1706.0,967.0,18,24,,,,Tom Davies
32421520,10332776,65,722.0,1068.0,18,58,,,,Ingo Goetze
32421554,10332776,65,172357.0,1155.0,18,84,,,,Stuart Armstrong
32421472,10332776,13,53.0,967.0,14,15,,1-0,,T. Walcott
32421608,10332776,65,1505.0,,19,36,,,Roughing,Oriol Romeu
32421588,10332776,65,96017.0,,19,19,,,Foul,Mario Lemina
32421578,10332776,65,25088.0,,19,17,,,Tripping,Wesley Hoedt
32421629,10332776,65,1362.0,,19,44,,,Tripping,Cédric Soares
32421641,10332776,65,1393.0,,19,59,,,Foul,J. Stephens
32421462,10332777,42,1573.0,174.0,18,60,,,,Daniel Amartey
32421485,10332777,42,124871.0,1572.0,18,82,,,,Adrien Silva
32421455,10332777,29,4241.0,6563.0,18,46,,,,Adama Traoré
32421425,10332777,42,3884.0,,15,29,,1-0,,Matt Doherty
32421494,10332777,42,1488.0,6838.0,18,82,,,,Kelechi Iheanacho
32421473,10332777,29,7926.0,3884.0,18,69,,,,M. Gibbs-White
76455846,10332777,42,1182.0,,20,66,,,Serious foul,Jamie Vardy
32421449,10332777,29,160116.0,159917.0,18,46,,,,Léo Bonatini
32421436,10332777,42,6838.0,96838.0,14,45,,2-0,,James Maddison 
32421526,10332777,42,2884.0,,19,90,6.0,,Foul,Harry Maguire
32421518,10332777,42,612.0,,19,78,,,Delay of game,Jonny Evans 
32421506,10332777,29,7926.0,,19,74,,,Holding,M. Gibbs-White
32421658,10332778,251,96775.0,2829.0,18,61,,,,Adama Diakhaby
32421616,10332778,9,1359.0,96183.0,14,75,,5-1,,Sergio Agüero
32421644,10332778,251,62250.0,36457.0,18,46,,,,Laurent Depoitre
32421565,10332778,9,1359.0,,14,35,,3-0,,Sergio Agüero
32421599,10332778,9,294.0,,14,48,,4-1,,David Silva
32421584,10332778,251,3339.0,96201.0,14,43,,3-1,,Jon Gorenc Stankovic
32421668,10332778,9,971.0,294.0,18,64,,,,Riyad Mahrez
32421539,10332778,9,1359.0,159142.0,14,25,,1-0,,Sergio Agüero
32421696,10332778,9,4783.0,1359.0,18,76,,,,Leroy Sané
32421714,10332778,9,336133.0,4842.0,18,82,,,,Phil Foden
32421732,10332778,251,2031.0,96201.0,18,84,,,,Ramadan Sobhi
32421624,10332778,9,24508.0,,15,84,,6-1,,Terence Kongolo
32421550,10332778,9,5329.0,,14,31,,2-0,,Gabriel Jesus 
32421752,10332778,251,6087.0,,19,51,,,Tripping,Philip Billing
32421773,10332778,251,3291.0,,19,69,,,Tripping,Christopher Schindler
32421410,10332779,6,852.0,26294.0,18,63,,,,Mousa Dembélé
32421402,10332779,11,1366.0,6610.0,14,52,,1-1,,Aleksandar Mitrović 
32421408,10332779,6,997.0,941.0,14,77,,3-1,,Harry Kane
32421405,10332779,6,1016.0,,14,74,,2-1,,Kieran Trippier
32421423,10332779,6,941.0,916.0,18,73,,,,Erik Lamela
32421416,10332779,11,7007.0,2285.0,18,73,,,,Stefan Johansen
32421399,10332779,6,95998.0,,14,43,,1-0,,Lucas Moura
32421433,10332779,11,2306.0,3160.0,18,85,,,,Cyrus Christie
32421443,10332779,11,1372.0,63093.0,18,88,,,,Andre Schürrle
32421452,10332779,6,1711.0,997.0,18,89,,,,Harry Winks
32421702,10332780,52,1834.0,1029.0,18,90,,,,Lewis Cook
32421675,10332780,1,1043.0,870.0,18,77,,,,Carlos Sánchez
32421659,10332780,1,4801.0,156.0,18,77,,,,Lucas Pérez
32421689,10332780,52,1052.0,9808.0,18,78,,,,Simon Francis
32421628,10332780,52,1028.0,2712.0,14,66,,1-2,,Steve Cook
32421614,10332780,52,1065.0,1028.0,14,60,,1-1,,Callum Wilson
32421598,10332780,1,1139.0,,16,33,,1-0,,Marko Arnautovic 
32421642,10332780,1,204697.0,736.0,18,67,,,,Andriy Yarmolenko
32421799,10332780,1,204697.0,,19,90,3.0,,Roughing,Andriy Yarmolenko
32421791,10332780,1,237.0,,19,90,1.0,,Foul,Pablo Zabaleta
32421771,10332780,1,717.0,,19,77,,,Tripping,J. Wilshere
32421750,10332780,1,1416.0,,19,65,,,Tripping,A. Ogbonna
32421743,10332780,52,1029.0,,19,59,,,Roughing,Joshua King
32421729,10332780,1,156.0,,19,40,,,Tripping,Mark Noble
32421711,10332780,52,568.0,,19,18,,,Tripping,Dan Gosling
32421784,10332780,1,129454.0,,19,89,,,Foul,Felipe Anderson
32421651,10332781,52,836.0,9808.0,18,64,,,,Jordon Ibe
32421600,10332781,13,881.0,814.0,14,66,,0-2,,Michael Keane
32421718,10332781,13,205595.0,53.0,18,85,,,,Bernard
32421633,10332781,52,1869.0,,14,79,,2-2,,Nathan Aké
32421735,10332781,13,1316.0,881.0,18,90,6.0,,,Kurt Zouma
32421742,10332781,52,4901.0,1029.0,18,90,12.0,,,Lys Mousset
32421706,10332781,13,5141.0,45863.0,18,84,,,,Dominic Calvert-Lewin
32421672,10332781,52,1834.0,867.0,18,76,,,,Lewis Cook
32421618,10332781,52,1029.0,,16,75,,1-2,,Joshua King
76455913,10332781,52,1095.0,,20,61,,,Holding,Adam Smith
32421585,10332781,13,53.0,45863.0,14,56,,0-1,,T. Walcott
76455916,10332781,13,219633.0,,20,41,,,Unsportsmanlike conduct,Richarlison
32421760,10332781,13,814.0,,19,55,,,Holding,Dejan Joksimovic
32421782,10332781,13,1030.0,,19,81,,,Roughing,Idrissa Gueye
32421772,10332781,13,45863.0,,19,70,,,Roughing,Cenk Tosun
32421542,10332782,19,627.0,1899.0,14,90,2.0,3-1,,Danny Welbeck 
32421517,10332782,19,1303.0,1881.0,14,30,,1-1,,Nacho Monreal
32421529,10332782,19,96799.0,,15,70,,2-1,,Issa Diop
32421590,10332782,1,4801.0,1922.0,18,63,,,,Lucas Pérez
32421559,10332782,19,130022.0,97087.0,18,56,,,,Lucas Torreira
32421573,10332782,1,736.0,1139.0,18,59,,,,Chicharito
32421548,10332782,19,95334.0,1881.0,18,46,,,,Alexandre Lacazette
32421610,10332782,19,627.0,31739.0,18,75,,,,Danny Welbeck 
32421637,10332782,1,204697.0,870.0,18,75,,,,Andriy Yarmolenko
32421505,10332782,1,1139.0,129454.0,14,25,,0-1,,Marko Arnautovic 
32421708,10332782,1,717.0,,19,88,,,Tripping,J. Wilshere
32421723,10332782,19,31049.0,,19,90,,,,Sokratis Papastathopoulos
32421653,10332782,1,96799.0,,19,41,,,Tripping,Issa Diop
32421673,10332782,1,4371.0,,19,80,,,Tripping,Ryan Fredericks
32421756,10332783,11,1372.0,,14,83,,4-2,,Andre Schürrle
32421793,10332783,27,505.0,914.0,18,66,,,,Sam Vokes
32421783,10332783,27,1448.0,525.0,18,66,,,,A. Barnes
32421744,10332783,27,1639.0,1460.0,14,41,,3-2,,James Tarkowski
32421731,10332783,11,1366.0,186488.0,14,38,,3-1,,Aleksandar Mitrović 
32421712,10332783,11,1366.0,2285.0,14,36,,2-1,,Aleksandar Mitrović 
32421769,10332783,27,3300.0,1611.0,18,19,,,,Charlie Taylor
32421698,10332783,27,2361.0,,14,10,,1-1,,Jeff Hendrick
32421686,10332783,11,96518.0,186488.0,14,4,,1-0,,Jean Michaël Seri
32421800,10332783,11,1177.0,3160.0,18,72,,,,C. Chambers
32421805,10332783,11,96804.0,2285.0,18,78,,,,Frank Anguissa
32421811,10332783,11,6610.0,1372.0,18,89,,,,R. Sessegnon
32421821,10332783,27,1639.0,,19,54,,,Unsportsmanlike conduct,James Tarkowski
32421825,10332783,11,1372.0,,19,59,,,Tripping,Andre Schürrle
32421829,10332783,11,3268.0,,19,90,1.0,,Delay of game,M. Bettinelli
72573991,10332784,251,2230.0,,20,63,,,Unsportsmanlike conduct,Jonathan Hogg
32421406,10332784,251,63050.0,96775.0,18,68,,,,Isaac Mbenza
32421403,10332784,69,320.0,3017.0,18,59,,,,Danny Ward
32421400,10332784,251,32408.0,999.0,18,13,,,,Jonas Lössl
32421398,10332784,69,172757.0,3519.0,18,10,,,,Callum Paterson
32421413,10332784,69,3140.0,186484.0,18,75,,,,Bobby De Cordova-Reid
32421420,10332784,251,62250.0,96201.0,18,80,,,,Laurent Depoitre
32421431,10332784,69,1842.0,,19,63,,,Unsportsmanlike conduct,Harry Arter
32421407,10332785,78,25147.0,926.0,18,76,,,,Alireza Jahanbakhsh
32421411,10332785,78,31504.0,96870.0,18,80,,,,Pascal Groß
32421418,10332785,8,622.0,1389.0,18,80,,,,Daniel Sturridge
32421401,10332785,8,323.0,32640.0,18,67,,,,Jordan Henderson
32421404,10332785,78,24803.0,2423.0,18,75,,,,J. Locadia
32421397,10332785,8,4125.0,1461.0,14,23,,1-0,,Mohamed Salah
32421424,10332785,8,1920.0,1917.0,18,89,,,,Joel Matip
32421446,10332785,8,1917.0,,19,77,,,Holding,Trent Alexander-Arnold
32421437,10332785,78,31483.0,,19,60,,,Tripping,Leon Balogun
32421504,10332786,14,160206.0,433.0,18,58,,,,Victor Lindelöf
32421536,10332786,6,989.0,1271.0,18,82,,,,Ben Davies
32421476,10332786,6,95998.0,997.0,14,84,,0-3,,Lucas Moura
32421489,10332786,14,1300.0,824.0,18,55,,,,A. Sánchez
32421459,10332786,6,997.0,1016.0,14,50,,0-1,,Harry Kane
32421469,10332786,6,95998.0,992.0,14,52,,0-2,,Lucas Moura
32421515,10332786,14,420.0,1335.0,18,61,,,,Marouane Fellaini
32421527,10332786,6,95094.0,1016.0,18,76,,,,Serge Aurier
32421551,10332786,6,1711.0,997.0,18,89,,,,Harry Winks
32421603,10332786,14,208.0,,19,58,,,Roughing,Antonio Valencia
32421587,10332786,6,997.0,,19,24,,,Roughing,Harry Kane
32421576,10332786,14,824.0,,19,19,,,Tripping,Ander Herrera
32421558,10332786,6,95998.0,,19,10,,,Roughing,Lucas Moura
32421623,10332786,6,1271.0,,19,77,,,Holding,Danny Rose
32421579,10332787,20,1468.0,4317.0,14,83,,1-1,,Joselu
32421648,10332787,20,1396.0,3071.0,18,73,,,,Ayoze Pérez
32421591,10332787,18,4317.0,,15,87,,1-2,,DeAndre Yedlin
32421625,10332787,18,1317.0,1923.0,18,69,,,,Willian
32421617,10332787,18,798.0,129660.0,18,65,,,,Olivier Giroud
32421564,10332787,18,1331.0,,16,76,,0-1,,Eden Hazard
32421666,10332787,18,968.0,73147.0,18,79,,,,Ross Barkley
32421682,10332787,20,32391.0,32372.0,18,79,,,,Yoshinori Muto
32421602,10332787,20,1468.0,1651.0,18,62,,,,Joselu
32421730,10332787,20,1310.0,,19,68,,,Tripping,Federico Fernández
32421695,10332787,18,73147.0,,19,40,,,Tripping,Mateo Kovacic
32421740,10332787,20,1061.0,,19,70,,,Roughing,Matt Ritchie
32421710,10332787,20,32372.0,,19,65,,,Roughing,F. Schär
32421607,10332788,65,172357.0,722.0,18,86,,,,Stuart Armstrong
32421498,10332788,65,1350.0,,14,52,,1-0,,Ryan Bertrand 
32421510,10332788,42,1572.0,,14,56,,1-1,,Demarai Gray
32421549,10332788,65,1068.0,1450.0,18,69,,,,Charlie Austin
32421538,10332788,42,174.0,1488.0,18,67,,,,Marc Albrighton
32421566,10332788,42,95860.0,6838.0,18,78,,,,Rachid Ghezzal 
32421586,10332788,65,1505.0,150759.0,18,79,,,,Oriol Romeu
32421639,10332788,42,1212.0,1572.0,18,88,,,,Shinji Okazaki
32421522,10332788,42,2884.0,174.0,14,90,2.0,1-2,,Harry Maguire
76455928,10332788,65,1744.0,,21,77,,,Diving,Pierre-Emile Höjbjerg 
32421699,10332788,42,2884.0,,19,90,3.0,,Unsportsmanlike conduct,Harry Maguire
32421676,10332788,65,1350.0,,19,64,,,Holding,Ryan Bertrand 
32421655,10332788,65,1744.0,,19,26,,,Roughing,Pierre-Emile Höjbjerg 
32421525,10332789,51,25514.0,853.0,18,85,,,,Alexander Sörloth
32421496,10332789,25,191301.0,1625.0,18,73,,,,Ken Sema
32421481,10332789,25,1253.0,1374.0,14,71,,2-0,,José Holebas
32421509,10332789,51,31840.0,927.0,18,75,,,,Max Meyer
32421468,10332789,25,4764.0,1276.0,14,53,,1-0,,Roberto Pereyra
32421487,10332789,51,1108.0,31840.0,14,78,,2-1,,Wilfried Zaha
32421534,10332789,25,4766.0,1250.0,18,90,4.0,,,Isaac Success
32421582,10332789,25,1374.0,,19,37,,,Unsportsmanlike conduct,Daryl Janmaat
32421569,10332789,51,1108.0,,19,7,,,Tripping,Wilfried Zaha
32421555,10332789,25,1276.0,,19,4,,,Tripping,Étienne Capoue
32421621,10332789,25,1253.0,,19,84,,,Unsportsmanlike conduct,José Holebas
32421605,10332789,51,31840.0,,19,80,,,Tripping,Max Meyer
32421640,10332789,25,4764.0,,19,86,,,Holding,Roberto Pereyra
32421409,10332790,29,95348.0,96102.0,14,57,,1-0,,Willy Boly
32421415,10332790,9,186299.0,4842.0,14,69,,1-1,,Aymeric Laporte
32421430,10332790,29,4241.0,6563.0,18,72,,,,Adama Traoré
32421440,10332790,9,4783.0,4842.0,18,77,,,,Leroy Sané
32421447,10332790,9,971.0,802.0,18,85,,,,Riyad Mahrez
32421453,10332790,29,537514.0,186426.0,18,85,,,,Rúben Vinagre
32421422,10332790,9,5329.0,96353.0,18,62,,,,Gabriel Jesus 
32421491,10332790,9,294.0,,19,60,,,Unsportsmanlike conduct,David Silva
32421477,10332790,29,3043.0,,19,41,,,Tripping,Conor Coady
32421467,10332790,9,236.0,,19,12,,,Tripping,Vincent Kompany
32421690,10332791,78,25147.0,926.0,18,74,,,,Alireza Jahanbakhsh
32421701,10332791,11,7007.0,96804.0,18,74,,,,Stefan Johansen
32421657,10332791,11,1366.0,926.0,14,62,,0-2,,Aleksandar Mitrović 
32421670,10332791,78,1129.0,926.0,14,67,,1-2,,Glenn Murray
32421684,10332791,78,96870.0,31504.0,18,60,,,,Yves Bissouma
32421638,10332791,11,1372.0,96518.0,14,43,,0-1,,Andre Schürrle
72574186,10332791,78,1129.0,,16,84,,2-2,,Glenn Murray
32421738,10332791,11,6610.0,186488.0,18,74,,,,R. Sessegnon
32421716,10332791,78,24803.0,23988.0,18,74,,,,J. Locadia
32421814,10332791,78,31504.0,96518.0,17,25,,,,Pascal Groß
32421753,10332791,11,1177.0,1372.0,18,87,,,,C. Chambers
32421809,10332791,11,96516.0,,19,90,4.0,,Tripping,Daniel Karlsson
32421790,10332791,11,7007.0,,19,82,,,Roughing,Stefan Johansen
32421798,10332791,11,1366.0,,19,84,,,Tripping,Aleksandar Mitrović 
32421787,10332791,78,1129.0,,19,59,,,Tripping,Glenn Murray
32421778,10332791,78,23988.0,,19,52,,,Roughing,Davy Pröpper
