sidelined_id,fixture_id,participant_id,player_id,type_id,sideline_id
345368,10332814,9,,,60035.0
345388,10332814,9,,,7483.0
345341,10332814,69,,,37082.0
345377,10332814,9,,,60546.0
345378,10332815,51,,,2565.0
345394,10332815,20,,,17452.0
345390,10332815,51,,,199.0
345352,10332815,51,,,2544.0
345384,10332815,51,,,3235.0
345350,10332816,11,,,59543.0
345364,10332816,25,,,743.0
345336,10332816,11,,,33655.0
345343,10332816,11,,,9646.0
345358,10332816,25,,,2047.0
345372,10332816,25,,,68587.0
345305,10332817,251,,,11627.0
345313,10332817,251,,,7455.0
345354,10332818,8,,,2375.0
345339,10332818,8,,,2789.0
345345,10332818,8,,,78094.0
345371,10332818,65,,,14301.0
345361,10332818,65,,,34753.0
345314,10332819,14,,,17817.0
345306,10332819,14,,,2615.0
345331,10332820,18,,,5357.0
345318,10332820,1,,,371.0
345322,10332820,1,,,75991.0
345328,10332820,1,,,8210.0
345311,10332820,1,,,190.0
345332,10332820,18,,,16611.0
345303,10332820,1,,,2373.0
345310,10332821,51,,,3235.0
345302,10332821,51,,,21285.0
345293,10332821,52,,,2883.0
345298,10332821,51,,,2544.0
345316,10332821,51,,,199.0
345347,10332822,25,,,29663.0
345321,10332822,19,,,82005.0
345329,10332822,19,,,815.0
345362,10332822,25,,,743.0
345370,10332822,25,,,68587.0
345355,10332822,25,,,2047.0
345340,10332822,19,,,73106.0
345333,10332822,19,,,36705.0
345326,10332822,19,,,57292.0
345288,10332823,69,,,37082.0
345292,10332823,69,,,31304.0
345296,10332823,69,,,2469.0
345309,10332823,27,,,361.0
345300,10332823,27,,,25380.0
345281,10332823,69,,,31020.0
345290,10332824,8,,,2375.0
345287,10332824,8,,,2789.0
345282,10332824,18,,,8875.0
345284,10332824,18,,,60964.0
345278,10332824,18,,,5357.0
345279,10332825,13,,,276.0
345297,10332825,13,,,35979.0
345286,10332825,13,,,1650.0
345301,10332825,11,,,33655.0
345307,10332825,11,,,56918.0
345283,10332825,13,,,77555.0
345291,10332825,13,,,8237.0
345299,10332826,6,,,75238.0
345285,10332826,251,,,7455.0
345295,10332826,6,,,2678.0
345274,10332826,251,,,11627.0
345289,10332826,6,,,59435.0
345308,10332826,6,,,20784.0
345317,10332826,6,,,24302.0
345277,10332827,78,,,13063.0
345269,10332827,9,,,21907.0
345257,10332827,9,,,60035.0
345265,10332827,9,,,60546.0
345275,10332827,9,,,7483.0
345280,10332827,78,,,28943.0
345272,10332827,9,,,766.0
345264,10332828,42,,,31799.0
345253,10332828,20,,,2910.0
345261,10332828,20,,,17452.0
345247,10332828,20,,,33869.0
345323,10332829,1,,,75991.0
345327,10332829,1,,,8210.0
345330,10332829,14,,,2499.0
345315,10332829,1,,,371.0
345320,10332829,1,,,2367.0
345334,10332829,14,,,17817.0
345304,10332829,1,,,190.0
345220,10332830,65,,,79211.0
345268,10332831,1,,,8210.0
345235,10332831,78,,,28943.0
345263,10332831,1,,,75991.0
345221,10332831,78,,,13063.0
345250,10332831,1,,,371.0
345256,10332831,1,,,2367.0
345243,10332831,1,,,190.0
345270,10332832,251,,,26777.0
345241,10332832,27,,,25380.0
345273,10332832,251,,,11627.0
345276,10332832,251,,,37417.0
345248,10332832,27,,,361.0
345319,10332833,51,,,3235.0
345312,10332833,51,,,21285.0
345294,10332833,51,,,2544.0
345324,10332833,51,,,199.0
345218,10332834,11,,,9650.0
345210,10332834,11,,,33655.0
345232,10332834,11,,,68743.0
345240,10332834,19,,,82005.0
345254,10332834,19,,,815.0
345260,10332834,19,,,36705.0
345246,10332834,19,,,57292.0
345227,10332834,11,,,23876.0
345193,10332835,13,,,1650.0
345177,10332835,42,,,31799.0
345187,10332835,13,,,77555.0
345182,10332835,13,,,276.0
345197,10332835,13,,,8237.0
345202,10332835,13,,,35979.0
345262,10332836,9,,,766.0
345249,10332836,9,,,6824.0
345242,10332836,9,,,60035.0
345225,10332836,8,,,2789.0
345234,10332836,8,,,2375.0
345255,10332836,9,,,60546.0
345267,10332836,9,,,7483.0
345206,10332837,14,,,2499.0
345211,10332837,14,,,2617.0
345224,10332837,20,,,33869.0
345239,10332837,20,,,17452.0
345233,10332837,20,,,27918.0
345217,10332837,14,,,17817.0
345223,10332839,69,,,31304.0
345200,10332839,6,,,20784.0
345205,10332839,6,,,24302.0
345195,10332839,6,,,75238.0
345185,10332839,6,,,2507.0
345191,10332839,6,,,2678.0
345209,10332839,69,,,31020.0
345215,10332839,69,,,37082.0
345180,10332839,6,,,2415.0
345266,10332840,25,,,68587.0
345271,10332840,52,,,2883.0
345259,10332840,25,,,743.0
345252,10332840,25,,,29663.0
345160,10332841,52,,,2883.0
345231,10332842,19,,,36705.0
345199,10332842,19,,,82005.0
345204,10332842,19,,,2589.0
345212,10332842,19,,,9798.0
345219,10332842,19,,,57292.0
345237,10332842,42,,,31799.0
345228,10332842,19,,,815.0
345214,10332843,69,,,31020.0
345244,10332843,11,,,9650.0
345222,10332843,69,,,31304.0
345236,10332843,11,,,33655.0
345258,10332843,11,,,68743.0
345207,10332843,69,,,10818.0
345229,10332843,69,,,14986.0
345251,10332843,11,,,23876.0
345159,10332844,14,,,2499.0
345162,10332844,14,,,17817.0
345154,10332844,14,,,13242.0
345172,10332844,14,,,28279.0
345166,10332844,14,,,27520.0
345238,10332845,51,,,2544.0
345184,10332845,13,,,276.0
345226,10332845,51,,,508.0
345245,10332845,51,,,199.0
345189,10332845,13,,,19512.0
345230,10332845,51,,,74302.0
345216,10332845,51,,,75056.0
345201,10332845,13,,,77555.0
345176,10332846,251,,,11627.0
345183,10332846,8,,,57358.0
345186,10332846,8,,,2375.0
345170,10332846,251,,,26777.0
345161,10332847,9,,,60035.0
345175,10332847,9,,,766.0
345196,10332847,27,,,361.0
345169,10332847,9,,,6824.0
345192,10332847,27,,,25380.0
345165,10332847,9,,,66003.0
345179,10332847,9,,,35767.0
345188,10332847,9,,,7483.0
345155,10332848,20,,,27918.0
345158,10332848,20,,,17452.0
345163,10332848,20,,,31093.0
345152,10332848,20,,,811.0
345174,10332848,78,,,17914.0
345168,10332848,78,,,13063.0
345171,10332849,1,,,371.0
345190,10332849,1,,,8210.0
345194,10332849,6,,,2415.0
345164,10332849,1,,,65107.0
345198,10332849,6,,,2678.0
345203,10332849,6,,,2581.0
345213,10332849,6,,,24302.0
345208,10332849,6,,,2463.0
345181,10332849,1,,,75991.0
345178,10332849,1,,,2367.0
345149,10332850,25,,,68587.0
345150,10332850,25,,,34684.0
345144,10332850,25,,,2414.0
345145,10332850,25,,,29663.0
345148,10332850,25,,,13840.0
345173,10332851,78,,,35086.0
345157,10332851,78,,,13063.0
345167,10332851,78,,,17914.0
345156,10332852,27,,,218.0
345153,10332852,27,,,361.0
345151,10332852,27,,,25380.0
345132,10332853,19,,,2589.0
345116,10332853,51,,,508.0
345123,10332853,51,,,2544.0
345140,10332853,19,,,57292.0
345128,10332853,51,,,199.0
345137,10332853,19,,,9798.0
345142,10332853,19,,,36705.0
345125,10332854,11,,,68743.0
345135,10332854,52,,,3009.0
345117,10332854,11,,,2630.0
345131,10332854,11,,,842.0
345146,10332855,1,,,75991.0
345138,10332855,1,,,371.0
345143,10332855,1,,,2367.0
345141,10332855,1,,,60143.0
345147,10332855,1,,,8210.0
345134,10332855,1,,,65107.0
345130,10332856,69,,,31020.0
345136,10332856,69,,,31304.0
345109,10332856,8,,,1658.0
345119,10332856,8,,,2375.0
345126,10332856,69,,,10818.0
345139,10332856,69,,,14726.0
345082,10332857,14,,,27520.0
345071,10332857,14,,,13242.0
345112,10332857,13,,,77555.0
345105,10332857,13,,,19512.0
345093,10332857,13,,,276.0
345046,10332858,65,,,12620.0
345065,10332858,20,,,27918.0
345055,10332858,20,,,811.0
345080,10332858,20,,,17452.0
345086,10332858,20,,,31093.0
345057,10332859,6,,,2581.0
345091,10332859,9,,,6824.0
345069,10332859,6,,,24302.0
345081,10332859,9,,,60035.0
345044,10332859,6,,,2415.0
345102,10332859,9,,,766.0
345083,10332860,25,,,29663.0
345129,10332860,251,,,30175.0
345107,10332860,25,,,68587.0
345096,10332860,25,,,13840.0
345122,10332860,251,,,26777.0
345070,10332860,25,,,2414.0
345114,10332860,25,,,34684.0
345100,10332861,14,,,27520.0
345075,10332861,14,,,2875.0
345067,10332861,52,,,3009.0
345084,10332861,14,,,17820.0
345103,10332862,19,,,2589.0
345092,10332862,19,,,28689.0
345111,10332862,19,,,57292.0
345121,10332862,19,,,36705.0
345127,10332862,8,,,1658.0
345133,10332862,8,,,2375.0
345106,10332863,69,,,31020.0
345124,10332863,42,,,85905.0
345120,10332863,69,,,72702.0
345113,10332863,69,,,31304.0
345095,10332863,69,,,10818.0
345036,10332864,18,,,679.0
345043,10332864,18,,,2637.0
345052,10332864,18,,,83776.0
345087,10332864,51,,,63048.0
345062,10332864,51,,,508.0
345098,10332864,51,,,199.0
345074,10332864,51,,,2544.0
345051,10332865,78,,,17914.0
345022,10332865,13,,,276.0
345035,10332865,13,,,77555.0
345040,10332865,78,,,13063.0
345063,10332865,78,,,35086.0
345027,10332865,13,,,19512.0
345025,10332866,251,,,17120.0
345032,10332866,11,,,68743.0
345059,10332867,9,,,60035.0
345099,10332867,9,,,29768.0
345073,10332867,9,,,6824.0
345089,10332867,9,,,73401.0
345104,10332868,25,,,29663.0
345088,10332868,20,,,17452.0
345094,10332868,25,,,2414.0
345118,10332868,25,,,34684.0
345076,10332868,20,,,27918.0
345060,10332868,20,,,811.0
345110,10332868,25,,,68587.0
345031,10332869,1,,,75991.0
345047,10332869,27,,,2990.0
345064,10332869,27,,,361.0
345021,10332869,1,,,60143.0
345018,10332869,1,,,371.0
345037,10332869,1,,,8210.0
345026,10332869,1,,,2367.0
345054,10332869,27,,,25380.0
345024,10332870,6,,,2415.0
345039,10332870,6,,,2470.0
345020,10332870,29,,,76852.0
345049,10332870,6,,,24302.0
345034,10332870,6,,,2581.0
345028,10332870,6,,,59242.0
345033,10332871,19,,,28689.0
345050,10332871,19,,,484.0
345077,10332871,19,,,36705.0
345061,10332871,19,,,57292.0
345042,10332871,19,,,2589.0
345066,10332872,78,,,13063.0
345079,10332872,78,,,25699.0
345041,10332872,69,,,31304.0
345053,10332872,69,,,72702.0
345090,10332872,78,,,17914.0
345101,10332872,78,,,35086.0
345007,10332873,18,,,2637.0
345009,10332873,13,,,19512.0
345012,10332873,13,,,77555.0
345038,10332874,6,,,2415.0
345019,10332874,51,,,2544.0
345048,10332874,6,,,20242.0
345023,10332874,51,,,63048.0
345078,10332874,6,,,24302.0
345056,10332874,6,,,2512.0
345029,10332874,51,,,199.0
345068,10332874,6,,,2581.0
344991,10332875,1,,,8210.0
344962,10332875,1,,,371.0
344968,10332875,1,,,60143.0
344986,10332875,1,,,75991.0
344976,10332875,1,,,2367.0
344951,10332875,251,,,100716.0
345014,10332876,27,,,25380.0
345004,10332876,42,,,32134.0
345002,10332876,42,,,20682.0
345010,10332876,27,,,72063.0
345006,10332876,42,,,85905.0
345016,10332876,27,,,361.0
344954,10332877,8,,,66514.0
344973,10332877,8,,,2375.0
344963,10332877,8,,,2794.0
344987,10332877,11,,,68743.0
344980,10332877,11,,,12640.0
344958,10332878,14,,,35904.0
344941,10332878,9,,,73401.0
344934,10332878,9,,,60035.0
344974,10332878,14,,,27520.0
344967,10332878,14,,,17820.0
344950,10332878,9,,,70722.0
345072,10332879,20,,,27918.0
345045,10332879,20,,,2408.0
345058,10332879,20,,,35189.0
345097,10332879,52,,,3009.0
345115,10332879,52,,,6668.0
345030,10332879,20,,,37233.0
345108,10332879,52,,,313.0
345085,10332879,20,,,17452.0
344932,10332880,65,,,461.0
344964,10332880,25,,,34684.0
344943,10332880,25,,,29663.0
344952,10332880,25,,,68587.0
344922,10332881,52,,,72021.0
344955,10332881,19,,,72009.0
344945,10332881,52,,,6668.0
344969,10332881,19,,,2589.0
344936,10332881,52,,,7827.0
344978,10332881,19,,,484.0
344983,10332881,19,,,36705.0
344975,10332882,78,,,25699.0
344997,10332882,42,,,18572.0
344993,10332882,42,,,85905.0
344981,10332882,78,,,35086.0
344989,10332882,42,,,32134.0
344965,10332883,20,,,17452.0
344923,10332883,20,,,37233.0
344935,10332883,20,,,35189.0
344957,10332883,20,,,27918.0
344906,10332883,27,,,361.0
344898,10332883,27,,,72063.0
344910,10332883,20,,,33873.0
344946,10332883,20,,,18737.0
344984,10332884,13,,,77555.0
344996,10332884,69,,,72702.0
344992,10332884,69,,,31304.0
344909,10332885,11,,,32637.0
344918,10332885,11,,,845.0
344940,10332885,65,,,62258.0
344901,10332885,11,,,12640.0
344953,10332885,65,,,461.0
344926,10332885,65,,,6181.0
344916,10332886,51,,,63048.0
344908,10332886,51,,,2544.0
344885,10332886,14,,,23242.0
344893,10332886,14,,,17820.0
344927,10332886,51,,,199.0
344899,10332886,14,,,27520.0
344903,10332887,6,,,2597.0
344939,10332887,18,,,29557.0
344912,10332887,6,,,2474.0
344920,10332887,6,,,24302.0
344896,10332887,6,,,2512.0
344889,10332887,6,,,20242.0
344931,10332887,18,,,2637.0
344888,10332888,8,,,2375.0
344877,10332888,25,,,29663.0
344881,10332888,25,,,34684.0
344879,10332888,25,,,68587.0
344884,10332888,8,,,2794.0
344994,10332889,9,,,73401.0
344907,10332889,1,,,371.0
344925,10332889,1,,,60143.0
344948,10332889,1,,,16276.0
344990,10332889,9,,,6055.0
344999,10332889,9,,,21913.0
344970,10332889,1,,,8210.0
344959,10332889,1,,,2367.0
344982,10332889,9,,,60035.0
344891,10332890,29,,,24363.0
344905,10332890,251,,,100716.0
344897,10332890,251,,,23688.0
344880,10332891,19,,,36705.0
344890,10332891,6,,,20242.0
344913,10332891,6,,,65365.0
344902,10332891,6,,,2597.0
344876,10332891,19,,,2589.0
344883,10332891,19,,,51562.0
344895,10332891,6,,,2512.0
344878,10332891,19,,,484.0
344924,10332891,6,,,2474.0
344937,10332891,6,,,24302.0
344930,10332892,69,,,72702.0
344914,10332892,69,,,15225.0
344942,10332892,29,,,24363.0
345013,10332893,11,,,32637.0
344998,10332893,18,,,3197.0
345011,10332893,11,,,12640.0
345003,10332893,18,,,2637.0
345017,10332893,11,,,7269.0
345005,10332893,18,,,380.0
345015,10332893,11,,,845.0
345008,10332893,18,,,66236.0
344900,10332894,51,,,63048.0
344911,10332894,51,,,199.0
344921,10332894,27,,,361.0
344892,10332894,51,,,2544.0
344874,10332895,78,,,25699.0
344875,10332895,78,,,35086.0
344872,10332895,251,,,23688.0
344873,10332895,251,,,100716.0
344869,10332896,25,,,68587.0
344862,10332896,42,,,18572.0
344871,10332896,25,,,34684.0
344849,10332896,42,,,32134.0
344866,10332896,25,,,29663.0
344856,10332896,42,,,85905.0
344865,10332897,13,,,77555.0
344850,10332897,8,,,2338.0
344863,10332897,8,,,2375.0
344854,10332897,8,,,2794.0
344868,10332897,13,,,3155.0
344859,10332897,8,,,2242.0
344904,10332898,9,,,21913.0
344928,10332898,52,,,72021.0
344887,10332898,9,,,65707.0
344915,10332898,52,,,549.0
344944,10332898,52,,,7827.0
344960,10332898,52,,,2338.0
344972,10332898,52,,,6668.0
344882,10332898,9,,,60035.0
344894,10332898,9,,,73401.0
344919,10332899,20,,,33873.0
344947,10332899,20,,,6582.0
344933,10332899,20,,,35189.0
344956,10332899,20,,,18737.0
344988,10332899,1,,,60143.0
345000,10332899,1,,,2367.0
344966,10332899,20,,,27918.0
345001,10332899,1,,,8210.0
344977,10332899,20,,,17452.0
344995,10332899,1,,,16276.0
344809,10332900,65,,,6181.0
344844,10332900,14,,,60127.0
344818,10332900,65,,,62258.0
344852,10332900,14,,,2478.0
344825,10332900,65,,,461.0
344838,10332900,14,,,10429.0
344855,10332900,14,,,1600.0
344832,10332900,65,,,64516.0
344860,10332900,14,,,3049.0
344828,10332901,52,,,72021.0
344853,10332901,251,,,23688.0
344858,10332901,251,,,100716.0
344848,10332901,52,,,6668.0
344820,10332901,52,,,549.0
344835,10332901,52,,,7827.0
344843,10332901,52,,,2338.0
344837,10332902,51,,,63048.0
344847,10332902,51,,,199.0
344826,10332902,78,,,25699.0
344831,10332902,51,,,2544.0
344802,10332903,8,,,9322.0
344806,10332903,8,,,2551.0
344811,10332903,8,,,2242.0
344815,10332903,8,,,2375.0
344796,10332903,8,,,2338.0
344790,10332903,27,,,361.0
344814,10332904,11,,,845.0
344846,10332904,42,,,85905.0
344807,10332904,11,,,24694.0
344804,10332904,11,,,12640.0
344834,10332904,42,,,29535.0
344827,10332904,42,,,727.0
344840,10332904,42,,,32134.0
344821,10332904,11,,,7269.0
344784,10332905,25,,,68587.0
344810,10332905,9,,,21913.0
344777,10332905,25,,,29663.0
344788,10332905,25,,,34684.0
344793,10332905,9,,,60035.0
344805,10332905,9,,,73401.0
344801,10332905,9,,,65707.0
344917,10332906,1,,,60143.0
344886,10332906,1,,,77199.0
344929,10332906,1,,,16276.0
344938,10332906,1,,,2175.0
344979,10332906,69,,,15225.0
344949,10332906,1,,,2367.0
344971,10332906,69,,,281.0
344985,10332906,69,,,72702.0
344961,10332906,1,,,8210.0
344789,10332907,18,,,2637.0
344797,10332907,18,,,380.0
344771,10332907,29,,,24363.0
344783,10332907,18,,,3197.0
344775,10332908,14,,,2478.0
344787,10332908,19,,,2589.0
344767,10332908,14,,,10429.0
344799,10332908,19,,,36705.0
344781,10332908,14,,,83346.0
344803,10332908,19,,,51562.0
344792,10332908,19,,,484.0
344786,10332909,20,,,18737.0
344791,10332909,20,,,27918.0
344782,10332909,20,,,6582.0
344756,10332909,13,,,77555.0
344768,10332909,20,,,33873.0
344773,10332909,20,,,87652.0
344798,10332909,20,,,17452.0
344762,10332909,13,,,3155.0
344816,10332910,6,,,24302.0
344829,10332910,65,,,62258.0
344836,10332910,65,,,461.0
344822,10332910,65,,,6181.0
344766,10332910,6,,,20242.0
344800,10332910,6,,,65365.0
344808,10332910,6,,,2474.0
344842,10332910,65,,,31506.0
344774,10332910,6,,,2512.0
344817,10332911,52,,,549.0
