season_id,team_id,position,points,played
22130,3477,1,13,1
22130,216,1,15,12
22130,3321,1,18,19
22130,708,1,14,4
22130,78,1,13,4
22130,8,1,12,4
22130,1,1,15,5
22130,62,1,11,2
22130,44,2,11,3
22130,5317,2,10,6
22130,58,2,11,2
22130,3543,2,12,2
22130,289,2,11,4
22130,37,2,13,3
22130,2727,2,10,7
22130,598,2,12,3
22130,571,3,5,3
22130,485,3,9,3
22130,3958,3,8,3
22130,602,3,7,14
22130,629,3,5,7
22130,290,3,7,3
22130,1970,3,5,4
22130,3357,3,4,9
22130,781,4,4,12
22130,2535,4,0,6
22130,526,4,4,3
22130,3369,4,3,1
22130,3270,4,4,6
22130,627,4,1,5
22130,57,4,4,6
22130,28028,4,1,3
23620,43,1,19,3
23620,13258,2,19,6
23620,14,3,18,3
23620,6,4,17,1
23620,366,5,16,7
23620,79,6,15,8
23620,602,7,15,3
23620,62,8,14,14
23620,1668,9,14,9
23620,2555,10,14,1
23620,3444,11,14,4
23620,629,12,13,3
23620,594,13,13,5
23620,34,14,13,7
23620,37,15,12,10
23620,3545,16,12,1
23620,112,17,12,4
23620,652,18,11,3
23620,61,19,11,4
23620,939,20,11,0
23620,3958,21,11,3
23620,649,22,10,1
23620,593,23,10,1
23620,88,24,10,8
23620,884,25,10,10
23620,1226,26,10,13
23620,2726,27,9,5
23620,554,28,9,0
23620,2997,29,6,3
23620,216,30,5,11
23620,354,31,5,10
23620,6556,32,5,2
23620,2742,33,4,-7
23620,556,34,4,1
23620,450,35,3,4
23620,5317,36,3,3
25582,79,1,15,5
25582,939,2,15,4
25582,15,3,15,5
25582,485,4,14,0
25582,3543,5,14,5
25582,112,6,14,0
25582,884,7,13,1
25582,652,8,13,3
25582,3319,9,12,12
25582,37,10,12,4
25582,63,11,11,5
25582,88,12,11,4
25582,8513,13,11,9
25582,3545,14,10,2
25582,57,15,10,1
25582,2709,16,10,3
25582,2673,17,10,5
25582,649,18,9,3
25582,36,19,9,9
25582,690,20,9,3
25582,647,21,9,3
25582,2474,22,8,4
25582,2742,23,7,1
25582,53,24,7,6
25582,674,25,7,6
25582,468,26,6,8
25582,3444,27,6,0
25582,664,28,6,3
25582,3357,29,4,4
25582,73,30,3,4
25582,49,31,3,2
25582,750,32,1,1
25582,62,33,1,2
25582,354,34,1,1
25582,2997,35,1,12
25582,450,36,0,4
